Address,Square ft,Sale Date,Price,Beds,Baths
"210 N Church St UNIT 2210, Charlotte, NC 28202",811,Sold 08/05/2020,"$277,500",1,1
"405 W 7th St APT 300, Charlotte, NC 28202","1,120",Sold 08/03/2020,"$337,000",2,2
"210 N Church St UNIT 2911, Charlotte, NC 28202",668,Sold 05/22/2020,"$262,000",1,1
"423 N Church St APT F, Charlotte, NC 28202",677,Sold 05/22/2020,"$173,000",1,1
"626 N Graham St, Charlotte, NC 28202",798,Sold 08/18/2020,"$192,900",1,1
"210 N Church St UNIT 2806, Charlotte, NC 28202",776,Sold 08/17/2020,"$274,000",1,1
"210 N Church St UNIT 1201, Charlotte, NC 28202","1,080",Sold 08/14/2020,"$524,900",2,2
"210 N Church St UNIT 1515, Charlotte, NC 28202","1,046",Sold 08/10/2020,"$434,900",2,2
"421 N Church St #11, Charlotte, NC 28202","1,140",Sold 08/07/2020,"$245,000",2,2
"421 N Church St, Charlotte, NC 28202","1,077",Sold 08/07/2020,"$245,000",2,2
"400 N Church St UNIT 718, Charlotte, NC 28202","1,646",Sold 08/06/2020,"$652,000",2,3
"210 N Church St UNIT 2210, Charlotte, NC 28202",811,Sold 08/05/2020,"$277,500",1,1
"405 W 7th St APT 300, Charlotte, NC 28202","1,120",Sold 08/03/2020,"$337,000",2,2
"210 N Church St UNIT 2911, Charlotte, NC 28202",668,Sold 05/22/2020,"$262,000",1,1
"423 N Church St APT F, Charlotte, NC 28202",677,Sold 05/22/2020,"$173,000",1,1
"626 N Graham St, Charlotte, NC 28202",798,Sold 08/18/2020,"$192,900",1,1
"210 N Church St UNIT 2806, Charlotte, NC 28202",776,Sold 08/17/2020,"$274,000",1,1
"210 N Church St UNIT 1201, Charlotte, NC 28202","1,080",Sold 08/14/2020,"$524,900",2,2
"210 N Church St UNIT 1515, Charlotte, NC 28202","1,046",Sold 08/10/2020,"$434,900",2,2
"421 N Church St #11, Charlotte, NC 28202","1,140",Sold 08/07/2020,"$245,000",2,2
"421 N Church St, Charlotte, NC 28202","1,077",Sold 08/07/2020,"$245,000",2,2
"400 N Church St UNIT 718, Charlotte, NC 28202","1,646",Sold 08/06/2020,"$652,000",2,3
"210 N Church St UNIT 2210, Charlotte, NC 28202",811,Sold 08/05/2020,"$277,500",1,1
"405 W 7th St APT 300, Charlotte, NC 28202","1,120",Sold 08/03/2020,"$337,000",2,2
"210 N Church St UNIT 2911, Charlotte, NC 28202",668,Sold 05/22/2020,"$262,000",1,1
"423 N Church St APT F, Charlotte, NC 28202",677,Sold 05/22/2020,"$173,000",1,1
"626 N Graham St, Charlotte, NC 28202",798,Sold 08/18/2020,"$192,900",1,1
"210 N Church St UNIT 2806, Charlotte, NC 28202",776,Sold 08/17/2020,"$274,000",1,1
"210 N Church St UNIT 1201, Charlotte, NC 28202","1,080",Sold 08/14/2020,"$524,900",2,2
"210 N Church St UNIT 1515, Charlotte, NC 28202","1,046",Sold 08/10/2020,"$434,900",2,2
"421 N Church St #11, Charlotte, NC 28202","1,140",Sold 08/07/2020,"$245,000",2,2
"421 N Church St, Charlotte, NC 28202","1,077",Sold 08/07/2020,"$245,000",2,2
"400 N Church St UNIT 718, Charlotte, NC 28202","1,646",Sold 08/06/2020,"$652,000",2,3
"210 N Church St UNIT 2210, Charlotte, NC 28202",811,Sold 08/05/2020,"$277,500",1,1
"405 W 7th St APT 300, Charlotte, NC 28202","1,120",Sold 08/03/2020,"$337,000",2,2
"210 N Church St UNIT 2911, Charlotte, NC 28202",668,Sold 05/22/2020,"$262,000",1,1
"423 N Church St APT F, Charlotte, NC 28202",677,Sold 05/22/2020,"$173,000",1,1
"626 N Graham St, Charlotte, NC 28202",798,Sold 08/18/2020,"$192,900",1,1
"210 N Church St UNIT 2806, Charlotte, NC 28202",776,Sold 08/17/2020,"$274,000",1,1
"210 N Church St UNIT 1201, Charlotte, NC 28202","1,080",Sold 08/14/2020,"$524,900",2,2
"210 N Church St UNIT 1515, Charlotte, NC 28202","1,046",Sold 08/10/2020,"$434,900",2,2
"421 N Church St #11, Charlotte, NC 28202","1,140",Sold 08/07/2020,"$245,000",2,2
"421 N Church St, Charlotte, NC 28202","1,077",Sold 08/07/2020,"$245,000",2,2
"400 N Church St UNIT 718, Charlotte, NC 28202","1,646",Sold 08/06/2020,"$652,000",2,3
"210 N Church St UNIT 2210, Charlotte, NC 28202",811,Sold 08/05/2020,"$277,500",1,1
"405 W 7th St APT 300, Charlotte, NC 28202","1,120",Sold 08/03/2020,"$337,000",2,2
"210 N Church St UNIT 2911, Charlotte, NC 28202",668,Sold 05/22/2020,"$262,000",1,1
"423 N Church St APT F, Charlotte, NC 28202",677,Sold 05/22/2020,"$173,000",1,1
"626 N Graham St, Charlotte, NC 28202",798,Sold 08/18/2020,"$192,900",1,1
"210 N Church St UNIT 2806, Charlotte, NC 28202",776,Sold 08/17/2020,"$274,000",1,1
"210 N Church St UNIT 1201, Charlotte, NC 28202","1,080",Sold 08/14/2020,"$524,900",2,2
"210 N Church St UNIT 1515, Charlotte, NC 28202","1,046",Sold 08/10/2020,"$434,900",2,2
"421 N Church St #11, Charlotte, NC 28202","1,140",Sold 08/07/2020,"$245,000",2,2
"421 N Church St, Charlotte, NC 28202","1,077",Sold 08/07/2020,"$245,000",2,2
"400 N Church St UNIT 718, Charlotte, NC 28202","1,646",Sold 08/06/2020,"$652,000",2,3
"210 N Church St UNIT 2210, Charlotte, NC 28202",811,Sold 08/05/2020,"$277,500",1,1
"405 W 7th St APT 300, Charlotte, NC 28202","1,120",Sold 08/03/2020,"$337,000",2,2
"210 N Church St UNIT 2911, Charlotte, NC 28202",668,Sold 05/22/2020,"$262,000",1,1
"423 N Church St APT F, Charlotte, NC 28202",677,Sold 05/22/2020,"$173,000",1,1
"626 N Graham St, Charlotte, NC 28202",798,Sold 08/18/2020,"$192,900",1,1
"210 N Church St UNIT 2806, Charlotte, NC 28202",776,Sold 08/17/2020,"$274,000",1,1
"210 N Church St UNIT 1201, Charlotte, NC 28202","1,080",Sold 08/14/2020,"$524,900",2,2
"210 N Church St UNIT 1515, Charlotte, NC 28202","1,046",Sold 08/10/2020,"$434,900",2,2
"421 N Church St #11, Charlotte, NC 28202","1,140",Sold 08/07/2020,"$245,000",2,2
"421 N Church St, Charlotte, NC 28202","1,077",Sold 08/07/2020,"$245,000",2,2
"400 N Church St UNIT 718, Charlotte, NC 28202","1,646",Sold 08/06/2020,"$652,000",2,3
"210 N Church St UNIT 2210, Charlotte, NC 28202",811,Sold 08/05/2020,"$277,500",1,1
"405 W 7th St APT 300, Charlotte, NC 28202","1,120",Sold 08/03/2020,"$337,000",2,2
"210 N Church St UNIT 2911, Charlotte, NC 28202",668,Sold 05/22/2020,"$262,000",1,1
"423 N Church St APT F, Charlotte, NC 28202",677,Sold 05/22/2020,"$173,000",1,1
"626 N Graham St, Charlotte, NC 28202",798,Sold 08/18/2020,"$192,900",1,1
"210 N Church St UNIT 2806, Charlotte, NC 28202",776,Sold 08/17/2020,"$274,000",1,1
"210 N Church St UNIT 1201, Charlotte, NC 28202","1,080",Sold 08/14/2020,"$524,900",2,2
"210 N Church St UNIT 1515, Charlotte, NC 28202","1,046",Sold 08/10/2020,"$434,900",2,2
"421 N Church St #11, Charlotte, NC 28202","1,140",Sold 08/07/2020,"$245,000",2,2
"421 N Church St, Charlotte, NC 28202","1,077",Sold 08/07/2020,"$245,000",2,2
"400 N Church St UNIT 718, Charlotte, NC 28202","1,646",Sold 08/06/2020,"$652,000",2,3
"210 N Church St UNIT 2210, Charlotte, NC 28202",811,Sold 08/05/2020,"$277,500",1,1
"405 W 7th St APT 300, Charlotte, NC 28202","1,120",Sold 08/03/2020,"$337,000",2,2
"210 N Church St UNIT 2911, Charlotte, NC 28202",668,Sold 05/22/2020,"$262,000",1,1
"423 N Church St APT F, Charlotte, NC 28202",677,Sold 05/22/2020,"$173,000",1,1
"626 N Graham St, Charlotte, NC 28202",798,Sold 08/18/2020,"$192,900",1,1
"210 N Church St UNIT 2806, Charlotte, NC 28202",776,Sold 08/17/2020,"$274,000",1,1
"210 N Church St UNIT 1201, Charlotte, NC 28202","1,080",Sold 08/14/2020,"$524,900",2,2
"210 N Church St UNIT 1515, Charlotte, NC 28202","1,046",Sold 08/10/2020,"$434,900",2,2
"421 N Church St #11, Charlotte, NC 28202","1,140",Sold 08/07/2020,"$245,000",2,2
"421 N Church St, Charlotte, NC 28202","1,077",Sold 08/07/2020,"$245,000",2,2
"400 N Church St UNIT 718, Charlotte, NC 28202","1,646",Sold 08/06/2020,"$652,000",2,3
"210 N Church St UNIT 2210, Charlotte, NC 28202",811,Sold 08/05/2020,"$277,500",1,1
"405 W 7th St APT 300, Charlotte, NC 28202","1,120",Sold 08/03/2020,"$337,000",2,2
"210 N Church St UNIT 2911, Charlotte, NC 28202",668,Sold 05/22/2020,"$262,000",1,1
"423 N Church St APT F, Charlotte, NC 28202",677,Sold 05/22/2020,"$173,000",1,1
"626 N Graham St, Charlotte, NC 28202",798,Sold 08/18/2020,"$192,900",1,1
"210 N Church St UNIT 2806, Charlotte, NC 28202",776,Sold 08/17/2020,"$274,000",1,1
"210 N Church St UNIT 1201, Charlotte, NC 28202","1,080",Sold 08/14/2020,"$524,900",2,2
"210 N Church St UNIT 1515, Charlotte, NC 28202","1,046",Sold 08/10/2020,"$434,900",2,2
"421 N Church St #11, Charlotte, NC 28202","1,140",Sold 08/07/2020,"$245,000",2,2
"421 N Church St, Charlotte, NC 28202","1,077",Sold 08/07/2020,"$245,000",2,2
"400 N Church St UNIT 718, Charlotte, NC 28202","1,646",Sold 08/06/2020,"$652,000",2,3
"210 N Church St UNIT 2210, Charlotte, NC 28202",811,Sold 08/05/2020,"$277,500",1,1
"405 W 7th St APT 300, Charlotte, NC 28202","1,120",Sold 08/03/2020,"$337,000",2,2
"210 N Church St UNIT 2911, Charlotte, NC 28202",668,Sold 05/22/2020,"$262,000",1,1
"423 N Church St APT F, Charlotte, NC 28202",677,Sold 05/22/2020,"$173,000",1,1
"626 N Graham St, Charlotte, NC 28202",798,Sold 08/18/2020,"$192,900",1,1
"210 N Church St UNIT 2806, Charlotte, NC 28202",776,Sold 08/17/2020,"$274,000",1,1
"210 N Church St UNIT 1201, Charlotte, NC 28202","1,080",Sold 08/14/2020,"$524,900",2,2
"210 N Church St UNIT 1515, Charlotte, NC 28202","1,046",Sold 08/10/2020,"$434,900",2,2
"421 N Church St #11, Charlotte, NC 28202","1,140",Sold 08/07/2020,"$245,000",2,2
"421 N Church St, Charlotte, NC 28202","1,077",Sold 08/07/2020,"$245,000",2,2
"400 N Church St UNIT 718, Charlotte, NC 28202","1,646",Sold 08/06/2020,"$652,000",2,3
"210 N Church St UNIT 2210, Charlotte, NC 28202",811,Sold 08/05/2020,"$277,500",1,1
"405 W 7th St APT 300, Charlotte, NC 28202","1,120",Sold 08/03/2020,"$337,000",2,2
"210 N Church St UNIT 2911, Charlotte, NC 28202",668,Sold 05/22/2020,"$262,000",1,1
"423 N Church St APT F, Charlotte, NC 28202",677,Sold 05/22/2020,"$173,000",1,1
"626 N Graham St, Charlotte, NC 28202",798,Sold 08/18/2020,"$192,900",1,1
"210 N Church St UNIT 2806, Charlotte, NC 28202",776,Sold 08/17/2020,"$274,000",1,1
"210 N Church St UNIT 1201, Charlotte, NC 28202","1,080",Sold 08/14/2020,"$524,900",2,2
"210 N Church St UNIT 1515, Charlotte, NC 28202","1,046",Sold 08/10/2020,"$434,900",2,2
"421 N Church St #11, Charlotte, NC 28202","1,140",Sold 08/07/2020,"$245,000",2,2
"421 N Church St, Charlotte, NC 28202","1,077",Sold 08/07/2020,"$245,000",2,2
"400 N Church St UNIT 718, Charlotte, NC 28202","1,646",Sold 08/06/2020,"$652,000",2,3
"210 N Church St UNIT 2210, Charlotte, NC 28202",811,Sold 08/05/2020,"$277,500",1,1
"405 W 7th St APT 300, Charlotte, NC 28202","1,120",Sold 08/03/2020,"$337,000",2,2
"210 N Church St UNIT 2911, Charlotte, NC 28202",668,Sold 05/22/2020,"$262,000",1,1
"423 N Church St APT F, Charlotte, NC 28202",677,Sold 05/22/2020,"$173,000",1,1
"626 N Graham St, Charlotte, NC 28202",798,Sold 08/18/2020,"$192,900",1,1
"210 N Church St UNIT 2806, Charlotte, NC 28202",776,Sold 08/17/2020,"$274,000",1,1
"210 N Church St UNIT 1201, Charlotte, NC 28202","1,080",Sold 08/14/2020,"$524,900",2,2
"210 N Church St UNIT 1515, Charlotte, NC 28202","1,046",Sold 08/10/2020,"$434,900",2,2
"421 N Church St #11, Charlotte, NC 28202","1,140",Sold 08/07/2020,"$245,000",2,2
"421 N Church St, Charlotte, NC 28202","1,077",Sold 08/07/2020,"$245,000",2,2
"400 N Church St UNIT 718, Charlotte, NC 28202","1,646",Sold 08/06/2020,"$652,000",2,3
"210 N Church St UNIT 2210, Charlotte, NC 28202",811,Sold 08/05/2020,"$277,500",1,1
"405 W 7th St APT 300, Charlotte, NC 28202","1,120",Sold 08/03/2020,"$337,000",2,2
"210 N Church St UNIT 2911, Charlotte, NC 28202",668,Sold 05/22/2020,"$262,000",1,1
"423 N Church St APT F, Charlotte, NC 28202",677,Sold 05/22/2020,"$173,000",1,1
"626 N Graham St, Charlotte, NC 28202",798,Sold 08/18/2020,"$192,900",1,1
"210 N Church St UNIT 2806, Charlotte, NC 28202",776,Sold 08/17/2020,"$274,000",1,1
"210 N Church St UNIT 1201, Charlotte, NC 28202","1,080",Sold 08/14/2020,"$524,900",2,2
"210 N Church St UNIT 1515, Charlotte, NC 28202","1,046",Sold 08/10/2020,"$434,900",2,2
"421 N Church St #11, Charlotte, NC 28202","1,140",Sold 08/07/2020,"$245,000",2,2
"421 N Church St, Charlotte, NC 28202","1,077",Sold 08/07/2020,"$245,000",2,2
"400 N Church St UNIT 718, Charlotte, NC 28202","1,646",Sold 08/06/2020,"$652,000",2,3
"210 N Church St UNIT 2210, Charlotte, NC 28202",811,Sold 08/05/2020,"$277,500",1,1
"405 W 7th St APT 300, Charlotte, NC 28202","1,120",Sold 08/03/2020,"$337,000",2,2
"210 N Church St UNIT 2911, Charlotte, NC 28202",668,Sold 05/22/2020,"$262,000",1,1
"423 N Church St APT F, Charlotte, NC 28202",677,Sold 05/22/2020,"$173,000",1,1
"626 N Graham St, Charlotte, NC 28202",798,Sold 08/18/2020,"$192,900",1,1
"210 N Church St UNIT 2806, Charlotte, NC 28202",776,Sold 08/17/2020,"$274,000",1,1
"210 N Church St UNIT 1201, Charlotte, NC 28202","1,080",Sold 08/14/2020,"$524,900",2,2
"210 N Church St UNIT 1515, Charlotte, NC 28202","1,046",Sold 08/10/2020,"$434,900",2,2
"421 N Church St #11, Charlotte, NC 28202","1,140",Sold 08/07/2020,"$245,000",2,2
"421 N Church St, Charlotte, NC 28202","1,077",Sold 08/07/2020,"$245,000",2,2
"400 N Church St UNIT 718, Charlotte, NC 28202","1,646",Sold 08/06/2020,"$652,000",2,3
"210 N Church St UNIT 2210, Charlotte, NC 28202",811,Sold 08/05/2020,"$277,500",1,1
"405 W 7th St APT 300, Charlotte, NC 28202","1,120",Sold 08/03/2020,"$337,000",2,2
"210 N Church St UNIT 2911, Charlotte, NC 28202",668,Sold 05/22/2020,"$262,000",1,1
"423 N Church St APT F, Charlotte, NC 28202",677,Sold 05/22/2020,"$173,000",1,1
"626 N Graham St, Charlotte, NC 28202",798,Sold 08/18/2020,"$192,900",1,1
"210 N Church St UNIT 2806, Charlotte, NC 28202",776,Sold 08/17/2020,"$274,000",1,1
"210 N Church St UNIT 1201, Charlotte, NC 28202","1,080",Sold 08/14/2020,"$524,900",2,2
"210 N Church St UNIT 1515, Charlotte, NC 28202","1,046",Sold 08/10/2020,"$434,900",2,2
"421 N Church St #11, Charlotte, NC 28202","1,140",Sold 08/07/2020,"$245,000",2,2
"421 N Church St, Charlotte, NC 28202","1,077",Sold 08/07/2020,"$245,000",2,2
"400 N Church St UNIT 718, Charlotte, NC 28202","1,646",Sold 08/06/2020,"$652,000",2,3
"210 N Church St UNIT 2210, Charlotte, NC 28202",811,Sold 08/05/2020,"$277,500",1,1
"405 W 7th St APT 300, Charlotte, NC 28202","1,120",Sold 08/03/2020,"$337,000",2,2
"210 N Church St UNIT 2911, Charlotte, NC 28202",668,Sold 05/22/2020,"$262,000",1,1
"423 N Church St APT F, Charlotte, NC 28202",677,Sold 05/22/2020,"$173,000",1,1
"626 N Graham St, Charlotte, NC 28202",798,Sold 08/18/2020,"$192,900",1,1
"210 N Church St UNIT 2806, Charlotte, NC 28202",776,Sold 08/17/2020,"$274,000",1,1
"210 N Church St UNIT 1201, Charlotte, NC 28202","1,080",Sold 08/14/2020,"$524,900",2,2
"210 N Church St UNIT 1515, Charlotte, NC 28202","1,046",Sold 08/10/2020,"$434,900",2,2
"421 N Church St #11, Charlotte, NC 28202","1,140",Sold 08/07/2020,"$245,000",2,2
"421 N Church St, Charlotte, NC 28202","1,077",Sold 08/07/2020,"$245,000",2,2
"400 N Church St UNIT 718, Charlotte, NC 28202","1,646",Sold 08/06/2020,"$652,000",2,3
"210 N Church St UNIT 2210, Charlotte, NC 28202",811,Sold 08/05/2020,"$277,500",1,1
"405 W 7th St APT 300, Charlotte, NC 28202","1,120",Sold 08/03/2020,"$337,000",2,2
"210 N Church St UNIT 2911, Charlotte, NC 28202",668,Sold 05/22/2020,"$262,000",1,1
"423 N Church St APT F, Charlotte, NC 28202",677,Sold 05/22/2020,"$173,000",1,1
"626 N Graham St, Charlotte, NC 28202",798,Sold 08/18/2020,"$192,900",1,1
"210 N Church St UNIT 2806, Charlotte, NC 28202",776,Sold 08/17/2020,"$274,000",1,1
"210 N Church St UNIT 1201, Charlotte, NC 28202","1,080",Sold 08/14/2020,"$524,900",2,2
"210 N Church St UNIT 1515, Charlotte, NC 28202","1,046",Sold 08/10/2020,"$434,900",2,2
"421 N Church St #11, Charlotte, NC 28202","1,140",Sold 08/07/2020,"$245,000",2,2
"421 N Church St, Charlotte, NC 28202","1,077",Sold 08/07/2020,"$245,000",2,2
"400 N Church St UNIT 718, Charlotte, NC 28202","1,646",Sold 08/06/2020,"$652,000",2,3
"210 N Church St UNIT 2210, Charlotte, NC 28202",811,Sold 08/05/2020,"$277,500",1,1
"405 W 7th St APT 300, Charlotte, NC 28202","1,120",Sold 08/03/2020,"$337,000",2,2
"210 N Church St UNIT 2911, Charlotte, NC 28202",668,Sold 05/22/2020,"$262,000",1,1
"423 N Church St APT F, Charlotte, NC 28202",677,Sold 05/22/2020,"$173,000",1,1
"626 N Graham St, Charlotte, NC 28202",798,Sold 08/18/2020,"$192,900",1,1
"210 N Church St UNIT 2806, Charlotte, NC 28202",776,Sold 08/17/2020,"$274,000",1,1
"210 N Church St UNIT 1201, Charlotte, NC 28202","1,080",Sold 08/14/2020,"$524,900",2,2
"210 N Church St UNIT 1515, Charlotte, NC 28202","1,046",Sold 08/10/2020,"$434,900",2,2
"421 N Church St #11, Charlotte, NC 28202","1,140",Sold 08/07/2020,"$245,000",2,2
"421 N Church St, Charlotte, NC 28202","1,077",Sold 08/07/2020,"$245,000",2,2
"400 N Church St UNIT 718, Charlotte, NC 28202","1,646",Sold 08/06/2020,"$652,000",2,3
"210 N Church St UNIT 2210, Charlotte, NC 28202",811,Sold 08/05/2020,"$277,500",1,1
"405 W 7th St APT 300, Charlotte, NC 28202","1,120",Sold 08/03/2020,"$337,000",2,2
"210 N Church St UNIT 2911, Charlotte, NC 28202",668,Sold 05/22/2020,"$262,000",1,1
"423 N Church St APT F, Charlotte, NC 28202",677,Sold 05/22/2020,"$173,000",1,1
"626 N Graham St, Charlotte, NC 28202",798,Sold 08/18/2020,"$192,900",1,1
"210 N Church St UNIT 2806, Charlotte, NC 28202",776,Sold 08/17/2020,"$274,000",1,1
"210 N Church St UNIT 1201, Charlotte, NC 28202","1,080",Sold 08/14/2020,"$524,900",2,2
"210 N Church St UNIT 1515, Charlotte, NC 28202","1,046",Sold 08/10/2020,"$434,900",2,2
"421 N Church St #11, Charlotte, NC 28202","1,140",Sold 08/07/2020,"$245,000",2,2
"421 N Church St, Charlotte, NC 28202","1,077",Sold 08/07/2020,"$245,000",2,2
"400 N Church St UNIT 718, Charlotte, NC 28202","1,646",Sold 08/06/2020,"$652,000",2,3
"210 N Church St UNIT 2210, Charlotte, NC 28202",811,Sold 08/05/2020,"$277,500",1,1
"405 W 7th St APT 300, Charlotte, NC 28202","1,120",Sold 08/03/2020,"$337,000",2,2
"210 N Church St UNIT 2911, Charlotte, NC 28202",668,Sold 05/22/2020,"$262,000",1,1
"423 N Church St APT F, Charlotte, NC 28202",677,Sold 05/22/2020,"$173,000",1,1
"626 N Graham St, Charlotte, NC 28202",798,Sold 08/18/2020,"$192,900",1,1
"210 N Church St UNIT 2806, Charlotte, NC 28202",776,Sold 08/17/2020,"$274,000",1,1
"210 N Church St UNIT 1201, Charlotte, NC 28202","1,080",Sold 08/14/2020,"$524,900",2,2
"210 N Church St UNIT 1515, Charlotte, NC 28202","1,046",Sold 08/10/2020,"$434,900",2,2
"421 N Church St #11, Charlotte, NC 28202","1,140",Sold 08/07/2020,"$245,000",2,2
"421 N Church St, Charlotte, NC 28202","1,077",Sold 08/07/2020,"$245,000",2,2
"400 N Church St UNIT 718, Charlotte, NC 28202","1,646",Sold 08/06/2020,"$652,000",2,3
